place,magnitude,time,latitude,longitude,depth
"138 km N of Calama, Chile",4.1,2015-09-24 04:54:31.000,-21.22,-68.715,113.8
"9 km W of Aspen Springs, California",1.51,2015-09-24 04:52:33.890,37.5553333,-118.823,8.565
"37 km NE of Port-Olry, Vanuatu",4.9,2015-09-24 04:50:29.160,-14.8385,167.3557,144.96
"20km SW of Little Lake, CA",0.28,2015-09-24 04:50:25.420,35.7943333,-118.0415,8.26
"14km ESE of Anza, CA",0.44,2015-09-24 04:47:45.360,33.506,-116.5393333,4.42
"22km NNW of Borrego Springs, CA",0.55,2015-09-24 04:45:49.130,33.4408333,-116.4428333,14.85
"4 km ENE of Markleeville, California",1.1,2015-09-24 04:41:22.169,38.7141,-119.7384,10.5
"31 km NE of Cruz Bay, U.S. Virgin Islands",2.8,2015-09-24 04:31:22.000,18.552,-64.5982,34.0
"265 km SW of Bandar Lampung, Indonesia",4.2,2015-09-24 04:21:42.990,-6.9872,103.434,49.28
"16 km SE of Waynoka, Oklahoma",2.7,2015-09-24 04:21:07.600,36.4858,-98.7331,5.0
"4km S of Lytle Creek, CA",1.3,2015-09-24 04:20:43.250,34.2261667,-117.5056667,8.19
"52 km S of Denali National Park, Alaska",0.8,2015-09-24 04:18:48.530,63.0742,-151.522,17.2
"40 km E of Fort Bidwell, California",0.8,2015-09-24 04:17:15.184,41.841,-119.6653,7.2
"59 km S of Cantwell, Alaska",1.0,2015-09-24 04:15:31.385,62.8624,-148.8192,12.3
"21km NE of Lucerne Valley, CA",1.93,2015-09-24 04:05:34.740,34.5948333,-116.8356667,-0.08
"75 km WSW of Ovalle, Chile",4.3,2015-09-24 03:49:30.000,-30.857,-71.929,24.9
"16km ESE of Anza, CA",1.19,2015-09-24 03:46:26.350,33.4926667,-116.5188333,9.45
"9 km SW of Caruthersville, Missouri",1.85,2015-09-24 03:41:19.950,36.1275,-89.7235,9.11
"southwest of Sumatra, Indonesia",4.5,2015-09-24 03:34:31.980,-7.701,102.9746,32.42
"4 km S of Cobb, California",1.04,2015-09-24 03:32:43.960,38.7795,-122.7166667,0.857
"24km NNW of Borrego Springs, CA",0.35,2015-09-24 03:31:28.760,33.4628333,-116.4396667,4.14
"7km NE of Beaumont, CA",0.85,2015-09-24 03:27:27.120,33.9793333,-116.934,16.36
"9 km W of Aspen Springs, California",0.63,2015-09-24 03:20:41.000,37.559,-118.8195,8.858
"12km NE of Little Lake, CA",1.06,2015-09-24 03:16:03.390,36.0176667,-117.8171667,0.65
"62 km SE of Denali National Park, Alaska",1.2,2015-09-24 03:09:56.513,63.2216,-150.6861,118.7
"6km SSE of Pearblossum, CA",1.44,2015-09-24 03:00:05.260,34.451,-117.8918333,8.97
"25 km S of Denali National Park, Alaska",1.5,2015-09-24 02:56:21.086,63.3133,-151.8197,8.9
"14 km E of Minto, Alaska",0.8,2015-09-24 02:53:37.606,65.1723,-149.0415,19.4
"50 km ESE of Naalehu, Hawaii",3.05,2015-09-24 02:51:05.830,18.8398333,-155.1621667,10.66
"6km NW of San Jacinto, CA",0.48,2015-09-24 02:47:48.590,33.8261667,-116.9931667,10.31
"28 km E of Tres Pinos, California",1.22,2015-09-24 02:47:17.030,36.8135,-121.0028333,9.174
"90 km E of McCarthy, Alaska",0.8,2015-09-24 02:45:15.664,61.5513,-141.2376,18.5
"34 km SE of Denali National Park, Alaska",0.4,2015-09-24 02:43:17.813,63.3325,-151.2132,14.2
"3 km WSW of Susitna, Alaska",0.9,2015-09-24 02:39:40.379,61.5298,-150.5756,14.4
"11km NE of Inyokern, CA",0.75,2015-09-24 02:39:14.060,35.7303333,-117.7401667,5.65
"6km NW of San Jacinto, CA",1.5,2015-09-24 02:36:51.470,33.8236667,-116.9965,11.17
"40 km SSE of Mammoth, Wyoming",1.16,2015-09-24 02:31:45.280,44.6208333,-110.5766667,5.19
"64 km E of Atka, Alaska",1.7,2015-09-24 02:26:27.179,52.2602,-173.2696,3.3
"1 km ESE of Pawnee, Oklahoma",2.8,2015-09-24 02:22:06.000,36.3306,-96.784,5.367
"43 km E of Fort Bidwell, California",2.0,2015-09-24 02:21:18.434,41.8649,-119.6268,11.5
"57 km S of Denali National Park, Alaska",0.8,2015-09-24 02:16:24.283,63.028,-151.5678,5.7
"14km ESE of Anza, CA",0.2,2015-09-24 02:05:32.790,33.505,-116.5373333,4.41
"11 km SW of Volcano, Hawaii",1.41,2015-09-24 02:05:30.430,19.3595,-155.2988333,1.65
"116 km NW of Yakutat, Alaska",1.1,2015-09-24 02:01:02.060,60.1655,-141.3959,0.0
"9km NE of Desert Hot Springs, CA",1.38,2015-09-24 02:00:50.880,34.015,-116.423,3.82
"80 km E of Atka, Alaska",1.9,2015-09-24 01:54:26.006,52.3023,-173.0406,10.0
South Sandwich Islands region,4.3,2015-09-24 01:54:04.510,-56.1966,-26.7881,63.12
"32 km S of Covenant Life, Alaska",1.9,2015-09-24 01:49:19.936,59.1323,-136.1221,10.6
"30 km ENE of Soledad, California",1.0,2015-09-24 01:46:24.610,36.5565,-121.0258333,7.209
"55 km N of Petersville, Alaska",1.1,2015-09-24 01:43:39.791,62.9872,-150.6032,90.7
"49 km NNE of San Felipe, Chile",3.9,2015-09-24 01:22:35.000,-32.332,-70.54,13.4
"47 km SE of Adak, Alaska",1.3,2015-09-24 01:21:45.295,51.5371,-176.2039,24.8
"6km NW of San Jacinto, CA",0.83,2015-09-24 01:21:30.760,33.8276667,-116.9986667,11.4
"16km ESE of Anza, CA",1.23,2015-09-24 01:19:30.050,33.4908333,-116.5253333,8.94
"6km NNW of San Jacinto, CA",0.53,2015-09-24 01:17:50.710,33.8306667,-116.9945,11.18
"6km NW of San Jacinto, CA",0.9,2015-09-24 01:14:19.500,33.8291667,-116.9975,11.22
"6km NNW of Upland, CA",1.14,2015-09-24 01:12:42.060,34.1401667,-117.6816667,2.59
"12 km N of Fishhook, Alaska",0.8,2015-09-24 01:09:07.657,61.854,-149.2424,10.0
"6km NW of San Jacinto, CA",2.41,2015-09-24 01:07:43.430,33.8225,-117.0006667,12.2
"22km ESE of Little Lake, CA",0.74,2015-09-24 00:52:53.950,35.857,-117.6896667,2.52
"6km E of Calimesa, CA",0.81,2015-09-24 00:44:16.040,33.9938333,-116.9868333,14.83
"15 km N of Fishhook, Alaska",2.4,2015-09-24 00:42:22.251,61.8793,-149.2391,9.7
"46 km NNW of San Antonio, Puerto Rico",2.9,2015-09-24 00:41:20.700,18.891,-67.2509,46.0
"10km NNE of Beaumont, CA",0.6,2015-09-24 00:37:08.370,34.0121667,-116.9268333,15.26
"15 km SE of Adak, Alaska",1.7,2015-09-24 00:28:20.549,51.788,-176.4546,68.1
"70 km ENE of Atka, Alaska",2.4,2015-09-24 00:24:41.236,52.3548,-173.1989,4.8
"62 km E of Atka, Alaska",1.6,2015-09-24 00:18:57.729,52.247,-173.2866,1.6
"147 km WSW of Ovalle, Chile",4.2,2015-09-24 00:11:27.180,-30.962,-72.6774,10.0
"22 km ESE of Hawthorne, Nevada",0.3,2015-09-24 00:08:32.065,38.4654,-118.3777,1.7
"22 km ESE of Hawthorne, Nevada",0.1,2015-09-24 00:04:48.372,38.466,-118.3808,0.2
"288 km NE of Saipan, Northern Mariana Islands",4.5,2015-09-23 23:58:11.830,17.2083,147.4843,30.25
"10 km SSE of Talkeetna, Alaska",1.1,2015-09-23 23:56:21.859,62.2372,-150.0459,13.6
"32 km ENE of Livengood, Alaska",1.5,2015-09-23 23:53:07.374,65.6596,-147.9161,6.9
"56 km NNW of San Antonio, Puerto Rico",3.1,2015-09-23 23:52:36.700,18.9755,-67.2715,34.0
"105 km W of Illapel, Chile",4.2,2015-09-23 23:52:33.110,-31.7821,-72.2698,10.0
"274 km WSW of Adak, Alaska",2.3,2015-09-23 23:44:52.145,51.0457,179.641,1.7
"32 km ENE of Livengood, Alaska",1.0,2015-09-23 23:42:59.545,65.6456,-147.9058,0.3
"282 km WSW of Adak, Alaska",2.3,2015-09-23 23:40:50.085,51.0003,179.5491,11.7
"130 km W of Adak, Alaska",1.7,2015-09-23 23:31:17.347,51.7035,-178.4987,14.4
"32km ENE of Little Lake, CA",1.17,2015-09-23 23:26:51.000,36.0605,-117.5901667,1.32
"90 km WNW of Iquique, Chile",4.1,2015-09-23 23:16:40.820,-19.9793,-70.9769,12.07
"21 km W of Four Mile Road, Alaska",0.9,2015-09-23 23:09:04.541,64.6102,-149.5616,21.0
"15 km SE of Larsen Bay, Alaska",1.9,2015-09-23 23:03:22.254,57.4487,-153.7888,43.7
"19 km S of Kokhanok, Alaska",1.5,2015-09-23 23:00:13.649,59.2643,-154.8029,3.6
"82 km W of Illapel, Chile",4.0,2015-09-23 22:48:49.820,-31.7498,-72.0334,15.83
"44 km W of Ferndale, California",2.33,2015-09-23 22:46:19.350,40.5078333,-124.786,14.718
"91 km W of Illapel, Chile",4.1,2015-09-23 22:39:22.600,-31.7975,-72.1176,9.44
"22km ESE of Anza, CA",0.37,2015-09-23 22:39:10.510,33.48,-116.4535,5.71
"82 km ENE of Adak, Alaska",2.4,2015-09-23 22:37:58.415,52.1204,-175.4999,180.0
"64 km SE of Denali National Park, Alaska",1.5,2015-09-23 22:33:17.970,63.1091,-150.8675,129.7
"21km ESE of Little Lake, CA",0.18,2015-09-23 22:30:57.540,35.8545,-117.6923333,-1.02
"36 km WNW of Willow, Alaska",1.4,2015-09-23 22:22:43.671,61.9128,-150.6325,52.0
"Pagan region, Northern Mariana Islands",3.7,2015-09-23 22:00:28.590,18.3477,145.2471,458.82
"141 km W of Ovalle, Chile",4.3,2015-09-23 21:58:51.880,-30.6048,-72.6716,10.0
"14 km W of Snowville, Utah",1.02,2015-09-23 21:49:31.380,41.97,-112.8888333,4.45
"27 km SE of Atka, Alaska",3.0,2015-09-23 21:44:21.000,52.0103,-173.9334,156.5
"6 km NE of Billings, Oklahoma",2.8,2015-09-23 21:38:43.200,36.5746,-97.3939,6.759
"16km ESE of Anza, CA",0.45,2015-09-23 21:36:43.660,33.4915,-116.5166667,9.21
"16km ESE of Anza, CA",0.43,2015-09-23 21:32:05.830,33.4916667,-116.5186667,9.87
"1 km ESE of Pawnee, Oklahoma",2.6,2015-09-23 21:31:08.900,36.3305,-96.787,5.0
"24 km ENE of Cruz Bay, U.S. Virgin Islands",1.5,2015-09-23 21:26:52.500,18.4272,-64.5893,2.0
"21km N of Yucca Valley, CA",1.13,2015-09-23 21:22:29.830,34.3038333,-116.438,9.9
"65 km NW of Skwentna, Alaska",1.4,2015-09-23 21:17:04.290,62.3454,-152.3896,128.9
"36 km SSW of Caliente, Nevada",1.7,2015-09-23 21:08:29.035,37.302,-114.6422,2.6
"Rat Islands, Aleutian Islands, Alaska",2.2,2015-09-23 21:02:04.046,51.7691,178.6914,90.3
"61 km SE of McCarthy, Alaska",0.3,2015-09-23 20:55:19.245,61.0775,-142.0428,10.0
"127 km SW of Puerto Madero, Mexico",4.3,2015-09-23 20:52:59.900,14.0232,-93.3609,11.44
"5km SSE of Home Gardens, CA",1.03,2015-09-23 20:51:37.230,33.8353333,-117.4988333,2.55
"39 km SE of Denali National Park, Alaska",0.5,2015-09-23 20:47:26.713,63.3104,-151.1175,17.3
"21 km NNE of Whittier, Alaska",1.6,2015-09-23 20:46:54.442,60.9441,-148.5093,28.1
"39 km ESE of Stevens Village, Alaska",1.1,2015-09-23 20:45:38.684,65.9256,-148.2536,14.8
"113 km NW of Yakutat, Alaska",1.3,2015-09-23 20:43:55.731,60.1332,-141.3812,0.0
"24 km S of Denali National Park, Alaska",0.9,2015-09-23 20:40:25.582,63.3203,-151.7869,6.8
"11 km SW of Vernonia, Oregon",1.61,2015-09-23 20:39:16.680,45.7903333,-123.3043333,-0.43
"1 km ESE of Vallejo, California",1.01,2015-09-23 20:39:09.140,38.0975,-122.2403333,6.123
"4km WSW of Escondido, CA",0.85,2015-09-23 20:18:13.710,33.1065,-117.1155,-0.66
"12 km S of Mesa, Washington",1.34,2015-09-23 20:13:48.580,46.46,-119.005,-0.2
south of the Kermadec Islands,4.5,2015-09-23 19:59:19.670,-32.268,-178.4438,10.0
"45 km E of Fort Bidwell, California",0.9,2015-09-23 19:54:33.677,41.8863,-119.606,7.3
"45 km NNW of San Antonio, Puerto Rico",3.5,2015-09-23 19:42:17.400,18.878,-67.237,5.0
"6 km ESE of Prunedale, California",1.45,2015-09-23 19:38:31.800,36.7511667,-121.598,-0.307
"67 km N of Chickaloon, Alaska",1.6,2015-09-23 19:35:19.790,62.3968,-148.2318,50.0
"75 km WSW of Coquimbo, Chile",4.2,2015-09-23 19:32:16.450,-30.2822,-72.0209,18.72
"50 km WSW of Denali National Park, Alaska",0.8,2015-09-23 19:30:06.699,63.3727,-152.6736,13.8
"9km SW of Menifee, CA",1.14,2015-09-23 19:29:04.900,33.6808333,-117.2206667,-0.65
"52 km NW of Ninilchik, Alaska",1.5,2015-09-23 19:26:11.591,60.3653,-152.3676,87.8
"10km SSW of Lucerne Valley, CA",1.19,2015-09-23 19:20:36.910,34.3613333,-117.0211667,-1.79
"24 km WNW of Volcano, Hawaii",1.11,2015-09-23 19:20:32.000,19.5015,-155.4586667,2.65
"34 km SSW of Ferndale, California",2.13,2015-09-23 19:20:27.350,40.3215,-124.4866667,23.019
"1km WSW of Cabazon, CA",2.56,2015-09-23 19:15:47.520,33.915,-116.7985,17.58
"1km SE of Fontana, CA",0.83,2015-09-23 19:10:19.190,34.0896667,-117.4458333,4.62
"16km ESE of Anza, CA",0.09,2015-09-23 19:08:22.590,33.4898333,-116.5158333,9.34
"13km W of Mojave, CA",0.9,2015-09-23 19:06:04.810,35.0721667,-118.3128333,4.01
"5 km W of Cardwell, Montana",0.05,2015-09-23 19:04:19.990,45.8626667,-112.025,-2.0
"4 km ESE of Walkerville, Montana",1.56,2015-09-23 19:02:03.540,46.0201667,-112.4761667,-2.0
"21km N of Yucca Valley, CA",1.23,2015-09-23 18:56:23.680,34.3046667,-116.441,9.65
"14 km SSE of Sierraville, California",0.2,2015-09-23 18:54:34.066,39.471,-120.2856,13.4
"10 km NNE of Geyserville, California",1.31,2015-09-23 18:54:30.840,38.8003333,-122.8583333,3.429
"13 km E of Fox, Alaska",1.6,2015-09-23 18:53:42.037,64.9803,-147.3302,0.0
"10 km W of Aspen Springs, California",0.66,2015-09-23 18:53:05.040,37.5473333,-118.8301667,3.805
"17 km SW of Rotorua, New Zealand",5.0,2015-09-23 18:47:51.350,-38.2664,176.1333,181.22
"16km ESE of Anza, CA",0.89,2015-09-23 18:47:50.270,33.4936667,-116.5188333,9.37
"17 km S of El Carmen de Chucurí, Colombia",4.4,2015-09-23 18:47:23.230,6.5415,-73.4908,136.56
"5 km NNW of Brownsville, Oregon",0.73,2015-09-23 18:33:25.480,44.4365,-123.0095,-0.26
"50 km NNW of Petersville, Alaska",1.3,2015-09-23 18:31:54.959,62.8785,-151.3037,107.6
"2 km WNW of Walker Lake, Nevada",0.5,2015-09-23 18:22:40.293,38.6549,-118.7868,9.1
"42 km WSW of Rachel, Nevada",0.4,2015-09-23 18:19:09.470,37.4911,-116.1823,11.6
"79 km S of Unalaska, Alaska",2.7,2015-09-23 18:17:11.360,53.1703,-166.7555,41.22
"5km SSE of Littlerock, CA",0.5,2015-09-23 18:15:11.900,34.4818333,-117.9695,7.94
"8 km NE of Buffalo Soapstone, Alaska",1.4,2015-09-23 18:08:53.814,61.7624,-148.9701,34.7
"53 km N of Charlotte Amalie, U.S. Virgin Islands",2.8,2015-09-23 18:07:10.800,18.8201,-64.9654,38.0
"12 km WNW of Red Rock, Oklahoma",2.6,2015-09-23 18:01:28.500,36.5162,-97.295,6.227
"38 km ENE of Pedro Bay, Alaska",1.8,2015-09-23 17:55:10.563,59.9349,-153.4828,129.6
"6 km NNE of Three Forks, Montana",1.26,2015-09-23 17:52:59.440,45.9501667,-111.5173333,-2.0
"67 km SSE of Lowell Point, Alaska",2.8,2015-09-23 17:47:32.084,59.5282,-148.9125,9.9
"205 km WSW of Adak, Alaska",1.9,2015-09-23 17:44:30.699,51.5107,-179.5532,61.8
"77 km W of Adak, Alaska",1.5,2015-09-23 17:44:06.940,51.8888,-177.7613,6.6
Central Alaska,1.4,2015-09-23 17:41:20.737,62.1423,-153.2977,15.6
"15km NE of Borrego Springs, CA",0.57,2015-09-23 17:40:04.030,33.3631667,-116.2718333,10.8
"119 km ENE of Chignik, Alaska",2.4,2015-09-23 17:33:15.014,56.5372,-156.51,49.9
"86 km WNW of Illapel, Chile",4.2,2015-09-23 17:30:37.770,-31.4733,-72.061,20.93
"24 km SSE of West Yellowstone, Montana",2.05,2015-09-23 17:28:53.200,44.461,-110.9713333,3.93
"6 km SSE of Orlando, Oklahoma",2.9,2015-09-23 17:28:39.600,36.0992,-97.3502,4.611
"24 km SSE of West Yellowstone, Montana",0.99,2015-09-23 17:28:14.030,44.4595,-110.9678333,4.25
south of the Fiji Islands,4.5,2015-09-23 17:26:47.450,-23.5947,-179.9174,522.46
"71 km SSE of Akutan, Alaska",2.5,2015-09-23 17:16:44.513,53.5411,-165.3678,60.3
"173 km WSW of Coquimbo, Chile",4.3,2015-09-23 17:06:10.250,-30.2965,-73.0943,10.0
"16km ESE of Anza, CA",0.46,2015-09-23 17:02:30.610,33.4898333,-116.5176667,9.3
"77 km NNE of Cruz Bay, U.S. Virgin Islands",2.4,2015-09-23 16:58:48.800,18.9358,-64.4158,42.0
"43 km E of Denali National Park, Alaska",1.4,2015-09-23 16:58:37.651,63.552,-150.8558,6.4
"15 km ENE of Minto, Alaska",0.5,2015-09-23 16:48:10.283,65.1899,-149.0368,20.8
"9km ESE of Anza, CA",0.39,2015-09-23 16:47:10.210,33.5148333,-116.5886667,13.4
"15 km E of Hawthorne, Nevada",0.5,2015-09-23 16:43:09.982,38.5496,-118.4523,5.3
"13km SE of Anza, CA",0.47,2015-09-23 16:39:03.550,33.459,-116.5861667,9.24
"34 km ENE of Pedro Bay, Alaska",2.0,2015-09-23 16:30:02.351,59.8559,-153.5112,130.8
"16km ESE of Anza, CA",0.34,2015-09-23 16:19:35.120,33.4908333,-116.516,9.28
"Kodiak Island region, Alaska",2.0,2015-09-23 16:18:47.955,58.7486,-151.134,2.8
"193 km SW of Kotabumi, Indonesia",5.4,2015-09-23 16:18:37.930,-5.9788,103.5743,11.28
"5km SSE of Banning, CA",0.65,2015-09-23 16:14:57.710,33.887,-116.8488333,15.73
"103 km S of McCarthy, Alaska",1.4,2015-09-23 16:12:43.215,60.5134,-143.198,8.0
"3 km WSW of Cushing, Oklahoma",2.5,2015-09-23 16:10:04.600,35.9775,-96.8086,4.472
"100 km S of Atka, Alaska",1.6,2015-09-23 15:59:08.213,51.2958,-174.2728,25.0
central Mid-Atlantic Ridge,4.5,2015-09-23 15:58:17.480,-0.2295,-18.0125,10.0
"61 km SE of Denali National Park, Alaska",1.3,2015-09-23 15:56:16.235,63.1109,-150.9519,124.9
"65 km WSW of Ovalle, Chile",4.3,2015-09-23 15:51:53.170,-30.8825,-71.7979,29.76
"73 km NW of Yakutat, Alaska",1.3,2015-09-23 15:51:14.658,60.0435,-140.6026,13.0
"9km ENE of Coso Junction, CA",0.8,2015-09-23 15:29:53.440,36.0791667,-117.8546667,2.63
"69 km W of Illapel, Chile",4.0,2015-09-23 15:25:13.740,-31.5408,-71.8932,33.53
"44 km SW of Atka, Alaska",4.1,2015-09-23 15:21:55.890,51.8901,-174.621,63.62
"16 km WNW of Skagway, Alaska",1.8,2015-09-23 15:13:26.782,59.5211,-135.5791,8.6
"56 km SW of Ovalle, Chile",4.2,2015-09-23 15:09:48.890,-30.9883,-71.5833,27.94
"97 km NW of Valparaíso, Chile",4.3,2015-09-23 15:06:46.930,-32.3779,-72.3152,10.0
"43 km ENE of Independence, California",0.3,2015-09-23 15:00:25.058,36.9426,-117.7423,11.4
"44 km SW of Ovalle, Chile",4.4,2015-09-23 14:53:39.000,-30.848,-71.567,42.3
"69 km WNW of Illapel, Chile",4.3,2015-09-23 14:47:28.790,-31.4336,-71.8687,10.0
"7 km SSW of Mooka, Japan",4.5,2015-09-23 14:44:30.460,36.368,139.9975,74.8
"14km N of Borrego Springs, CA",0.89,2015-09-23 14:40:59.250,33.38,-116.39,9.1
"2 km W of Nikolaevsk, Alaska",1.5,2015-09-23 14:36:53.477,59.8146,-151.6583,55.9
"10 km SSW of Furnace Creek, California",0.6,2015-09-23 14:35:10.007,36.3599,-116.8832,0.0
"56 km S of Denali National Park, Alaska",1.4,2015-09-23 14:30:17.537,63.0397,-151.806,3.1
"109 km WNW of Elfin Cove, Alaska",1.9,2015-09-23 14:27:39.079,58.6586,-137.9954,22.5
"179 km SW of Abepura, Indonesia",4.2,2015-09-23 14:15:47.520,-3.8823,139.6476,38.44
"29km N of Yucca Valley, CA",0.85,2015-09-23 14:11:44.910,34.3753333,-116.4626667,9.13
"173 km W of Adak, Alaska",1.6,2015-09-23 14:10:40.377,51.8682,-179.153,27.5
"43 km WNW of Illapel, Chile",4.4,2015-09-23 14:05:57.580,-31.4231,-71.5587,35.0
"28 km SE of Minto, Alaska",1.4,2015-09-23 14:02:11.413,64.9583,-148.9394,21.0
"26 km ESE of Denali National Park, Alaska",1.8,2015-09-23 13:46:14.777,63.4867,-151.2071,3.1
"36 km SSW of Caliente, Nevada",0.5,2015-09-23 13:35:51.776,37.3011,-114.6497,4.1
"Bonin Islands, Japan region",4.3,2015-09-23 13:31:59.790,27.918,139.6223,509.55
"Andreanof Islands, Aleutian Islands, Alaska",2.1,2015-09-23 13:29:14.638,51.7427,-179.5448,91.7
"10km NNW of Anza, CA",0.15,2015-09-23 13:29:06.970,33.635,-116.7138333,13.63
"42 km ENE of Independence, California",0.6,2015-09-23 13:24:37.098,36.8946,-117.738,4.0
Central Alaska,0.8,2015-09-23 13:19:25.218,63.4938,-151.2032,1.3
"45 km E of Denali National Park, Alaska",1.0,2015-09-23 13:18:24.163,63.5184,-150.8023,12.7
"4km NNW of Upland, CA",0.52,2015-09-23 13:15:33.860,34.1341667,-117.6693333,4.15
"81 km NW of San Antonio, Puerto Rico",2.8,2015-09-23 13:05:30.000,18.9482,-67.7052,24.0
"76 km SW of Atka, Alaska",1.2,2015-09-23 12:56:33.853,51.6695,-174.9262,46.9
"78 km W of Illapel, Chile",4.4,2015-09-23 12:55:02.960,-31.6156,-72.0009,26.76
"50 km NNW of Beluga, Alaska",2.5,2015-09-23 12:54:38.980,61.5226,-151.586,76.2
"110 km WNW of Elfin Cove, Alaska",2.1,2015-09-23 12:48:37.263,58.6338,-138.0424,11.6
"15 km E of Chase, Alaska",1.3,2015-09-23 12:44:14.652,62.4754,-149.8096,58.3
"6km ENE of Coso Junction, CA",0.39,2015-09-23 12:43:16.670,36.0706667,-117.8838333,2.58
"69 km ESE of Denali National Park, Alaska",1.2,2015-09-23 12:21:34.582,63.2293,-150.5285,117.7
"6 km NW of Fields Landing, California",2.27,2015-09-23 12:10:42.020,40.756,-124.2768333,22.825
"16km ESE of Anza, CA",0.65,2015-09-23 12:07:17.920,33.4935,-116.5203333,9.84
"52 km E of Denali National Park, Alaska",1.2,2015-09-23 12:03:08.593,63.5465,-150.6699,7.8
"8 km NW of Culaman, Philippines",4.4,2015-09-23 12:02:04.640,6.0156,125.6,48.72
"113 km SSW of False Pass, Alaska",2.2,2015-09-23 12:01:34.577,53.87,-163.8545,25.7
"10 km SW of Aspen Springs, California",1.73,2015-09-23 11:59:59.520,37.4775,-118.7811667,3.775
"Pagan region, Northern Mariana Islands",3.8,2015-09-23 11:56:03.350,18.523,145.7428,438.21
"17 km SSE of Seres, Philippines",4.5,2015-09-23 11:53:03.960,8.3257,123.2977,58.0
"12km NNE of Borrego Springs, CA",0.85,2015-09-23 11:52:52.080,33.3543333,-116.3385,9.71
"64 km NNE of Yakutat, Alaska",1.8,2015-09-23 11:50:03.219,60.1071,-139.4171,4.6
"11 km NNE of La Center, Washington",1.56,2015-09-23 11:46:55.830,45.9553333,-122.605,13.37
Pacific-Antarctic Ridge,4.5,2015-09-23 11:42:10.570,-65.4656,-179.7847,10.0
"39 km NE of Hualien City, Taiwan",4.0,2015-09-23 11:32:56.270,24.2155,121.8966,10.0
"74 km W of Illapel, Chile",5.0,2015-09-23 11:32:40.250,-31.6191,-71.9505,10.0
"116 km NW of Yakutat, Alaska",1.1,2015-09-23 11:16:56.594,60.2071,-141.3388,0.0
"36 km WNW of Gabbs, Nevada",0.8,2015-09-23 11:16:44.597,38.9852,-118.3193,10.2
"55 km N of Petersville, Alaska",2.1,2015-09-23 11:16:39.826,62.9964,-150.7192,102.9
"23 km NE of Greenfield, California",1.91,2015-09-23 11:09:08.670,36.4611667,-121.0433333,6.841
"15 km NNW of Four Mile Road, Alaska",0.1,2015-09-23 11:03:10.360,64.7283,-149.2464,14.5
"Rat Islands, Aleutian Islands, Alaska",2.7,2015-09-23 11:03:03.000,51.5553,178.9244,17.6
"90 km E of Nikolski, Alaska",1.8,2015-09-23 10:53:16.561,52.8521,-167.5193,34.2
"31 km ESE of Denali National Park, Alaska",0.8,2015-09-23 10:47:08.503,63.3888,-151.1931,13.2
"6km N of Cabazon, CA",1.21,2015-09-23 10:43:06.820,33.9698333,-116.7956667,17.26
"31 km ESE of Denali National Park, Alaska",2.5,2015-09-23 10:43:01.005,63.4014,-151.1636,11.4
"4 km N of Morgan, Utah",0.55,2015-09-23 10:40:24.640,41.0761667,-111.6703333,10.77
"9 km SSE of Desert Aire, Washington",0.94,2015-09-23 10:39:21.940,46.6008333,-119.8598333,5.99
"61 km WNW of Anchor Point, Alaska",1.8,2015-09-23 10:24:33.943,59.9333,-152.8841,101.3
"15 km SE of West Yellowstone, Montana",0.32,2015-09-23 10:07:04.950,44.5591667,-110.9761667,10.12
"3 km ESE of Topaz Lake, Nevada",1.1,2015-09-23 10:06:20.994,38.686,-119.508,7.1
"76 km W of Illapel, Chile",4.5,2015-09-23 10:05:49.820,-31.542,-71.9704,10.0
"116 km NW of Yakutat, Alaska",1.1,2015-09-23 10:00:34.055,60.2231,-141.3168,0.0
"5km NNW of Upland, CA",0.35,2015-09-23 09:50:42.040,34.1326667,-117.6755,3.93
"72 km WSW of Unalaska, Alaska",2.0,2015-09-23 09:43:27.661,53.5315,-167.4616,13.2
"6 km WSW of Nenana, Alaska",0.3,2015-09-23 09:37:27.141,64.5324,-149.2157,17.3
"12 km ESE of East Foothills, California",1.52,2015-09-23 09:36:25.440,37.3228333,-121.6903333,7.836
"42 km E of Fort Bidwell, California",1.3,2015-09-23 09:26:25.064,41.8773,-119.639,6.6
"78 km SSW of Nikolski, Alaska",1.9,2015-09-23 09:21:37.460,52.3391,-169.4684,34.2
"53 km W of Ovalle, Chile",4.3,2015-09-23 09:20:45.030,-30.6462,-71.7494,25.18
"112 km NW of Yakutat, Alaska",1.2,2015-09-23 09:19:08.497,60.1689,-141.3108,0.0
"57 km W of Petersville, Alaska",1.4,2015-09-23 09:13:08.823,62.5922,-151.8714,106.4
"52 km N of Petersville, Alaska",1.4,2015-09-23 08:53:05.671,62.9643,-150.7169,103.8
"6 km S of Harper, Kansas",1.75,2015-09-23 08:52:08.420,37.2311667,-98.0228333,7.92
"65 km NNE of Yakutat, Alaska",1.2,2015-09-23 08:39:05.464,60.115,-139.4248,4.5
"13 km E of Minto, Alaska",0.8,2015-09-23 08:33:37.851,65.1508,-149.0632,15.0
"5km NNW of Upland, CA",0.21,2015-09-23 08:14:25.360,34.1395,-117.6768333,3.02
"20km ESE of Anza, CA",0.73,2015-09-23 07:59:57.700,33.4885,-116.4735,14.55
"39 km NW of Stevens Village, Alaska",1.4,2015-09-23 07:56:53.416,66.2982,-149.5752,0.1
"37 km E of Denali National Park, Alaska",0.9,2015-09-23 07:55:30.367,63.5234,-150.9714,9.8
